ds,y,distribution_center_id,inventory_item_id
1/20/2024,2,7,93137
1/20/2024,4,7,140133
1/20/2024,2,7,262044
1/20/2024,2,7,308152
1/20/2024,3,8,49969
1/20/2024,2,8,460936
1/20/2024,1,8,364780
1/20/2024,1,8,165745
1/20/2024,2,8,406517
1/20/2024,1,8,340749
1/20/2024,1,8,52688
1/20/2024,3,8,413715
1/20/2024,1,9,470474
1/20/2024,4,9,10967
1/20/2024,4,9,10963
1/20/2024,4,9,10959
1/20/2024,2,9,410029
1/20/2024,1,9,45794
1/20/2024,1,9,137216
1/20/2024,4,9,117288
1/20/2024,2,10,410032
1/20/2024,1,10,208645
1/20/2024,1,10,433918
1/20/2024,2,10,262046
1/20/2024,4,10,140954
1/20/2024,2,10,460933
1/20/2024,4,10,117293
1/20/2024,4,10,140945
1/20/2024,1,10,307402
1/20/2024,1,10,287082
1/20/2024,4,10,117286
1/21/2024,2,1,191757
1/21/2024,2,1,55368
1/21/2024,1,1,393846
1/21/2024,4,1,385327
1/21/2024,4,1,162804
1/21/2024,1,1,79054
1/21/2024,2,1,107829
1/21/2024,1,1,486313
1/21/2024,1,1,10432
1/21/2024,3,1,340082
1/21/2024,1,2,349494
1/21/2024,1,2,19589
1/21/2024,1,2,226539
1/21/2024,3,2,388472
1/21/2024,2,2,415691
1/21/2024,1,2,16992
1/21/2024,3,2,484420
1/21/2024,1,2,389685
1/21/2024,1,2,39690
1/21/2024,1,2,188163
1/21/2024,1,2,105467
1/21/2024,2,2,272819
1/21/2024,2,2,299789
1/21/2024,2,3,272816
1/21/2024,4,3,385335
1/21/2024,2,3,107831
1/21/2024,1,3,48391
1/21/2024,2,3,230319
1/21/2024,4,3,385325
1/21/2024,1,3,98737
1/21/2024,2,3,63039
1/21/2024,2,3,457461
1/21/2024,2,4,299791
1/21/2024,1,4,43007
1/21/2024,2,4,366253
1/21/2024,2,4,370738
1/21/2024,3,5,39832
1/21/2024,1,5,46187
1/21/2024,3,5,199863
1/21/2024,1,5,477941
1/21/2024,1,6,59377
1/21/2024,2,6,370740
1/21/2024,2,6,55365
1/21/2024,1,6,215445
1/21/2024,3,6,199867
1/21/2024,3,6,199865
1/21/2024,1,6,426740
1/21/2024,4,6,162806
1/21/2024,3,6,340084
1/21/2024,3,7,39829
1/21/2024,1,7,457897
1/21/2024,1,7,89615
1/21/2024,4,7,162812
1/21/2024,1,8,208359
1/21/2024,3,8,340079
1/21/2024,3,8,484425
1/21/2024,1,8,35056
1/21/2024,2,8,230322
1/21/2024,2,8,415689
1/21/2024,3,8,484422
1/21/2024,4,9,162808
1/21/2024,1,9,85771
1/21/2024,1,9,225127
1/21/2024,2,9,63035
1/21/2024,1,9,204463
1/21/2024,4,10,385331
1/21/2024,2,10,366251
1/21/2024,2,10,457463
1/21/2024,3,10,39834
1/21/2024,3,10,388475
1/21/2024,2,10,191754
1/21/2024,3,10,388478
1/22/2024,1,1,335154
1/22/2024,2,1,67976
1/22/2024,1,1,420190
1/22/2024,2,1,45506
1/22/2024,3,1,173054
1/22/2024,2,1,235836
1/22/2024,2,1,458062
1/22/2024,1,1,173558
1/22/2024,1,1,7982
1/22/2024,1,1,28761
1/22/2024,2,1,15400
1/22/2024,1,2,429111
1/22/2024,4,2,197016
1/22/2024,2,2,15397
1/22/2024,1,2,229493
1/22/2024,1,2,399279
1/22/2024,1,2,379441
1/22/2024,1,2,11034
1/22/2024,3,2,173050
1/22/2024,1,2,71515
1/22/2024,1,3,49486
1/22/2024,4,3,286403
1/22/2024,1,3,374689
1/22/2024,2,3,143391
1/22/2024,1,3,102874
1/22/2024,3,3,98771
1/22/2024,4,3,347895
1/22/2024,2,4,235840
1/22/2024,3,4,173056
1/22/2024,4,4,197025
1/22/2024,1,4,368025
1/22/2024,1,4,384304
1/22/2024,1,4,363805
1/22/2024,2,4,143388
1/22/2024,2,4,267999
1/22/2024,1,4,219400
1/22/2024,3,5,98767
1/22/2024,2,5,458064
1/22/2024,1,5,313294
1/22/2024,1,6,115323
1/22/2024,4,6,347898
1/22/2024,4,7,347900
1/22/2024,3,7,98764
1/22/2024,2,7,67973
1/22/2024,2,7,90102
1/22/2024,4,7,286397
1/22/2024,4,8,286395
1/22/2024,2,8,268001
1/22/2024,1,8,330406
1/22/2024,2,9,90099
1/22/2024,2,9,45510
1/22/2024,1,9,464419
1/22/2024,4,9,197019
1/22/2024,4,9,197021
1/22/2024,4,9,286401
1/22/2024,4,10,347893
1/22/2024,1,10,172115
1/23/2024,2,1,385523
1/23/2024,1,1,190430
1/23/2024,1,1,338818
1/23/2024,2,1,14993
1/23/2024,1,1,320585
1/23/2024,1,1,7691
1/23/2024,2,2,385526
1/23/2024,2,2,261727
1/23/2024,1,2,72006
1/23/2024,1,2,248183
1/23/2024,1,2,300248
1/23/2024,1,2,177264
1/23/2024,2,2,132593
1/23/2024,1,3,353410
1/23/2024,1,3,80673
1/23/2024,1,3,337618
1/23/2024,2,3,463235
1/23/2024,2,3,281598
1/23/2024,2,3,132590
1/23/2024,2,3,451395
1/23/2024,2,3,168787
1/23/2024,2,3,281594
1/23/2024,2,3,198964
1/23/2024,1,4,964
1/23/2024,1,4,438825
1/23/2024,2,5,168783
1/23/2024,1,5,289411
1/23/2024,2,6,402887
1/23/2024,1,6,353860
1/23/2024,1,6,325909
1/23/2024,1,6,288788
1/23/2024,1,7,111640
1/23/2024,1,7,41233
1/23/2024,2,7,14991
1/23/2024,1,8,137879
1/23/2024,4,8,383082
1/23/2024,2,8,463237
1/23/2024,2,8,451397
1/23/2024,1,8,170375
1/23/2024,4,8,383080
1/23/2024,1,8,213748
1/23/2024,2,8,261729
1/23/2024,1,8,106407
1/23/2024,2,9,198967
1/23/2024,4,9,383084
1/23/2024,1,10,196509
1/23/2024,1,10,351609
1/23/2024,1,10,383513
1/23/2024,4,10,383086
1/23/2024,2,10,402884
1/24/2024,2,1,226453
1/24/2024,2,1,468215
1/24/2024,1,1,243775
1/24/2024,1,1,390292
1/24/2024,2,1,84210
1/24/2024,1,1,458496
1/24/2024,1,2,224447
1/24/2024,1,2,124784
1/24/2024,1,2,84909
1/24/2024,1,2,105425
1/24/2024,1,2,112258
1/24/2024,4,2,82028
1/24/2024,1,2,384334
1/24/2024,1,2,314014
1/24/2024,1,2,473456
1/24/2024,2,2,79633
1/24/2024,1,2,442986
1/24/2024,4,3,61825
1/24/2024,1,3,123965
1/24/2024,1,3,23605
1/24/2024,4,3,61831
1/24/2024,2,3,147031
1/24/2024,2,3,358377
1/24/2024,4,3,61822
1/24/2024,1,3,177809
1/24/2024,2,4,248519
1/24/2024,4,4,61827
1/24/2024,1,4,371183
1/24/2024,2,4,468218
1/24/2024,1,4,314435
1/24/2024,1,5,478929
1/24/2024,1,5,296069
1/24/2024,1,5,134706
1/24/2024,1,5,246350
1/24/2024,1,6,328058
1/24/2024,4,6,168650
1/24/2024,1,6,298826
1/24/2024,1,6,266733
1/24/2024,2,6,483953
1/24/2024,1,6,203363
1/24/2024,1,6,94566
1/24/2024,1,6,310783
1/24/2024,1,6,307156
1/24/2024,4,6,82023
1/24/2024,4,6,168642
1/24/2024,1,7,127898
1/24/2024,2,7,147028
1/24/2024,2,7,315380
1/24/2024,4,7,168646
1/24/2024,1,7,71451
1/24/2024,1,7,333681
1/24/2024,1,7,397849
1/24/2024,2,7,358379
1/24/2024,1,8,23813
1/24/2024,1,8,361766
1/24/2024,1,8,94477
1/24/2024,1,8,452158
1/24/2024,4,8,168644
1/24/2024,4,9,82025
1/24/2024,1,9,437956
1/24/2024,1,9,336003
1/24/2024,2,9,79631
1/24/2024,1,9,78899
1/24/2024,2,9,84214
1/24/2024,1,9,320095
1/24/2024,2,9,315382
1/24/2024,2,9,226451
1/24/2024,2,9,248516
1/24/2024,4,10,82019
1/24/2024,1,10,408529
1/24/2024,2,10,483955
1/24/2024,1,10,52991
1/25/2024,2,1,362243
1/25/2024,1,1,440642
1/25/2024,1,1,383071
1/25/2024,3,1,439416
1/25/2024,2,1,174082
1/25/2024,1,1,336019
1/25/2024,1,1,196101
1/25/2024,2,2,174078
1/25/2024,2,2,136409
1/25/2024,1,2,119386
1/25/2024,1,2,188408
1/25/2024,2,2,433602
1/25/2024,1,2,195313
1/25/2024,2,2,136405
1/25/2024,1,2,401487
1/25/2024,1,3,407144
1/25/2024,1,3,219494
1/25/2024,1,3,332536
1/25/2024,1,3,267813
1/25/2024,1,3,203891
1/25/2024,2,3,362241
1/25/2024,1,4,337461
1/25/2024,3,4,131197
1/25/2024,2,4,433604
1/25/2024,3,4,439414
1/25/2024,2,4,314619
1/25/2024,1,6,262415
1/25/2024,2,6,101821
1/25/2024,1,6,161306
1/25/2024,1,6,144842
1/25/2024,1,6,486930
1/25/2024,2,6,144093
1/25/2024,1,6,156142
1/25/2024,1,6,249181
1/25/2024,1,7,313204
1/25/2024,4,7,44436
1/25/2024,1,7,333590
1/25/2024,3,7,131194
1/25/2024,1,7,157320
1/25/2024,1,7,419427
1/25/2024,2,7,330905
1/25/2024,1,7,282329
1/25/2024,2,7,101825
1/25/2024,1,7,130202
1/25/2024,4,7,44443
1/25/2024,2,7,330908
1/25/2024,3,8,439419
1/25/2024,2,8,144091
1/25/2024,1,8,23293
1/25/2024,4,8,44439
1/25/2024,2,8,314616
1/25/2024,1,8,453379
1/25/2024,4,8,44441
1/25/2024,1,8,328450
1/25/2024,3,8,131191
1/25/2024,1,9,393031
1/25/2024,1,9,201111
1/25/2024,1,9,130756
1/25/2024,1,10,54523
1/25/2024,1,10,27151
1/25/2024,1,10,184036
1/26/2024,1,1,484172
1/26/2024,1,1,29831
1/26/2024,2,1,33221
1/26/2024,1,1,344641
1/26/2024,1,1,228423
1/26/2024,1,2,124479
1/26/2024,1,2,8287
1/26/2024,3,2,125844
1/26/2024,1,2,390162
1/26/2024,1,2,121923
1/26/2024,3,2,392837
1/26/2024,1,2,86492
1/26/2024,2,2,171390
1/26/2024,2,2,196735
1/26/2024,2,2,121968
1/26/2024,1,3,123484
1/26/2024,1,3,146744
1/26/2024,1,3,190547
1/26/2024,1,3,128399
1/26/2024,1,3,181782
1/26/2024,1,3,332294
1/26/2024,1,3,408799
1/26/2024,2,3,95106
1/26/2024,1,3,368389
1/26/2024,3,3,125842
1/26/2024,2,3,171387
1/26/2024,2,4,57425
1/26/2024,2,4,73241
1/26/2024,1,4,178464
1/26/2024,1,4,337864
1/26/2024,2,4,95104
1/26/2024,3,4,392835
1/26/2024,1,5,286468
1/26/2024,1,5,16295
1/26/2024,1,5,178582
1/26/2024,1,5,234900
1/26/2024,2,5,121971
1/26/2024,2,5,464460
1/26/2024,2,6,57428
1/26/2024,1,6,12616
1/26/2024,3,6,392833
1/26/2024,2,7,112669
1/26/2024,1,7,453016
1/26/2024,1,7,352188
1/26/2024,2,8,295145
1/26/2024,2,8,73238
1/26/2024,2,8,196738
1/26/2024,1,8,243822
1/26/2024,1,8,198757
1/26/2024,2,8,2997
1/26/2024,1,8,441476
1/26/2024,2,8,464464
1/26/2024,2,9,295142
1/26/2024,3,9,125838
1/26/2024,2,9,3000
1/26/2024,1,9,289120
1/26/2024,2,9,112671
1/26/2024,2,9,33224
1/26/2024,2,10,438054
1/26/2024,2,10,438056
1/26/2024,1,10,164341
1/27/2024,1,1,364789
1/27/2024,1,1,43385
1/27/2024,2,1,127420
1/27/2024,2,1,156884
1/27/2024,4,1,426899
1/27/2024,2,1,199220
1/27/2024,1,1,481294
1/27/2024,1,1,249947
1/27/2024,2,1,345223
1/27/2024,1,2,59692
1/27/2024,1,2,212413
1/27/2024,1,2,95640
1/27/2024,3,2,11404
1/27/2024,1,3,198236
1/27/2024,4,3,426902
1/27/2024,2,3,44195
1/27/2024,1,3,342769
1/27/2024,4,3,426897
1/27/2024,3,3,11407
1/27/2024,1,3,241443
1/27/2024,2,3,127422
1/27/2024,1,4,183662
1/27/2024,1,4,99055
1/27/2024,1,4,235241
1/27/2024,2,4,199218
1/27/2024,2,4,460389
1/27/2024,1,4,49913
1/27/2024,2,5,50562
1/27/2024,1,6,4306
1/27/2024,1,6,452201
1/27/2024,2,6,410036
1/27/2024,1,6,155476
1/27/2024,3,6,11409
1/27/2024,2,6,160351
1/27/2024,4,7,474526
1/27/2024,1,7,476209
1/27/2024,2,7,44198
1/27/2024,1,7,118428
1/27/2024,2,7,345221
1/27/2024,1,7,398341
1/27/2024,2,7,160349
1/27/2024,4,7,474522
1/27/2024,1,7,274628
1/27/2024,1,7,483876
1/27/2024,2,7,156881
1/27/2024,1,7,102334
1/27/2024,1,8,154434
1/27/2024,1,8,156012
1/27/2024,1,8,32439
1/27/2024,1,8,141847
1/27/2024,1,8,477336
1/27/2024,1,8,388731
1/27/2024,1,9,59702
1/27/2024,4,9,474520
1/27/2024,4,9,474528
1/27/2024,1,9,35272
1/27/2024,2,9,410040
1/27/2024,3,9,367954
1/27/2024,1,9,215135
1/27/2024,3,9,367957
1/27/2024,4,9,426894
1/27/2024,1,9,249342
1/27/2024,2,10,50565
1/27/2024,2,10,426837
1/27/2024,3,10,367960
1/27/2024,2,10,426835
1/27/2024,2,10,460391
1/28/2024,2,1,96787
1/28/2024,1,1,406594
1/28/2024,4,2,473316
1/28/2024,1,2,276827
1/28/2024,4,2,208903
1/28/2024,4,2,473310
1/28/2024,4,3,380378
1/28/2024,1,3,159993
1/28/2024,4,3,208911
1/28/2024,1,3,38621
1/28/2024,1,3,284547
1/28/2024,4,3,208905
1/28/2024,1,3,180258
1/28/2024,1,3,84382
1/28/2024,1,4,160533
1/28/2024,2,4,140735
1/28/2024,2,5,125789
1/28/2024,1,5,145613
1/28/2024,3,5,240406
1/28/2024,1,5,251248
1/28/2024,1,5,474904
1/28/2024,2,6,140733
1/28/2024,2,6,24412
1/28/2024,1,6,411895
1/28/2024,4,6,380369
1/28/2024,4,7,473318
1/28/2024,1,7,417319
1/28/2024,1,7,83650
1/28/2024,2,7,96783
1/28/2024,1,7,41989
1/28/2024,1,8,73620
1/28/2024,1,8,64354
1/28/2024,1,8,129061
1/28/2024,1,8,218910
1/28/2024,3,9,240413
1/28/2024,1,9,137010
1/28/2024,1,9,9268
1/28/2024,2,9,24416
1/28/2024,3,9,240409
1/28/2024,4,9,380372
1/28/2024,1,9,382824
1/28/2024,4,9,473313
1/28/2024,1,9,6167
1/28/2024,4,10,380374
1/28/2024,2,10,125791
1/28/2024,1,10,146125
1/28/2024,4,10,208909
1/29/2024,2,1,325878
1/29/2024,2,1,135566
1/29/2024,1,1,281747
1/29/2024,1,1,205753
1/29/2024,1,1,229130
1/29/2024,1,1,73232
1/29/2024,1,1,417332
1/29/2024,2,2,325880
1/29/2024,1,2,421172
1/29/2024,2,2,383065
1/29/2024,1,2,325486
1/29/2024,2,2,72054
1/29/2024,1,3,461676
1/29/2024,2,3,135564
1/29/2024,3,4,239660
1/29/2024,3,4,239663
1/29/2024,3,4,191607
1/29/2024,1,4,389490
1/29/2024,1,4,164682
1/29/2024,1,5,394869
1/29/2024,1,5,325590
1/29/2024,2,5,49936
1/29/2024,1,5,105691
1/29/2024,2,6,478116
1/29/2024,2,6,49939
1/29/2024,2,6,478119
1/29/2024,1,6,40416
1/29/2024,2,6,118225
1/29/2024,2,6,361268
1/29/2024,2,6,383063
1/29/2024,2,6,361265
1/29/2024,1,7,239201
1/29/2024,1,7,255281
1/29/2024,3,8,239667
1/29/2024,1,8,113863
1/29/2024,2,8,118222
1/29/2024,2,8,72056
1/29/2024,1,8,439531
1/29/2024,1,8,324785
1/29/2024,2,9,220874
1/29/2024,1,9,127573
1/29/2024,2,9,478558
1/29/2024,2,9,478556
1/29/2024,1,9,236328
1/29/2024,2,9,220877
1/29/2024,1,9,389488
1/29/2024,3,9,191601
1/29/2024,1,10,64549
1/29/2024,3,10,191605
1/29/2024,1,10,401551
1/30/2024,2,1,275356
1/30/2024,4,1,147440
1/30/2024,3,1,20826
1/30/2024,1,1,470656
1/30/2024,1,1,22156
1/30/2024,2,1,425601
1/30/2024,1,2,107017
1/30/2024,1,2,12675
1/30/2024,2,2,81492
1/30/2024,2,2,266328
1/30/2024,1,2,320025
1/30/2024,4,2,147433
1/30/2024,1,3,479320
1/30/2024,2,3,5680
1/30/2024,3,3,257810
1/30/2024,2,3,81494
1/30/2024,4,3,147438
1/30/2024,3,3,257808
1/30/2024,3,3,330428
1/30/2024,1,3,303404
1/30/2024,2,4,266324
1/30/2024,2,4,310599
1/30/2024,1,4,180338
1/30/2024,1,4,62402
1/30/2024,2,4,310601
1/30/2024,2,5,379916
1/30/2024,1,5,144685
1/30/2024,1,5,445038
1/30/2024,3,6,330425
1/30/2024,2,6,405797
1/30/2024,1,6,198672
1/30/2024,1,6,417143
1/30/2024,1,6,449203
1/30/2024,2,6,218184
1/30/2024,2,6,275353
1/30/2024,2,6,218180
1/30/2024,1,6,228271
1/30/2024,1,6,313422
1/30/2024,1,7,17178
1/30/2024,2,7,425599
1/30/2024,3,7,257805
1/30/2024,4,8,147435
1/30/2024,1,8,483379
1/30/2024,2,8,5678
1/30/2024,3,8,20829
1/30/2024,1,8,316754
1/30/2024,3,8,330432
1/30/2024,1,9,133673
1/30/2024,3,9,20832
1/30/2024,2,9,405800
1/30/2024,2,9,379913
1/30/2024,1,9,152258
1/30/2024,1,9,293665
1/30/2024,1,10,483699
1/31/2024,1,1,292300
1/31/2024,2,1,185593
1/31/2024,1,1,187998
1/31/2024,1,1,275034
1/31/2024,1,1,10163
1/31/2024,2,1,54844
1/31/2024,2,1,54846
1/31/2024,1,2,446171
1/31/2024,1,2,159718
1/31/2024,2,2,436988
1/31/2024,2,2,489864
1/31/2024,1,2,370225
1/31/2024,1,3,360151
1/31/2024,2,3,134454
1/31/2024,1,3,414787
1/31/2024,1,3,463670
1/31/2024,1,3,156411
1/31/2024,1,3,169459
1/31/2024,2,3,429084
1/31/2024,1,4,207988
1/31/2024,1,4,434306
1/31/2024,1,4,60457
1/31/2024,2,5,185596
1/31/2024,2,6,414136
1/31/2024,1,7,164322
1/31/2024,1,7,342422
1/31/2024,1,7,29780
1/31/2024,2,7,489866
1/31/2024,1,7,240240
1/31/2024,2,8,429082
1/31/2024,1,8,68079
1/31/2024,2,8,134450
1/31/2024,2,8,436985
1/31/2024,1,9,889
1/31/2024,1,9,435712
1/31/2024,1,9,241438
1/31/2024,1,9,98686
1/31/2024,2,9,414133
1/31/2024,1,10,253280
1/31/2024,1,10,344520
2/1/2024,2,1,585
2/1/2024,2,1,148472
2/1/2024,4,1,169446
2/1/2024,1,1,178238
2/1/2024,2,1,142250
2/1/2024,2,1,362000
2/1/2024,2,1,357891
2/1/2024,2,1,105755
2/1/2024,1,2,264428
2/1/2024,2,2,21877
2/1/2024,3,2,47156
2/1/2024,1,2,324177
2/1/2024,1,2,484644
2/1/2024,1,2,469182
2/1/2024,1,2,173718
2/1/2024,2,3,146429
2/1/2024,2,3,229431
2/1/2024,1,3,159683
2/1/2024,1,3,66020
2/1/2024,2,3,357887
2/1/2024,1,3,210205
2/1/2024,1,3,444854
2/1/2024,1,3,336853
2/1/2024,2,4,105757
2/1/2024,2,4,180142
2/1/2024,3,4,47149
2/1/2024,1,4,426981
2/1/2024,2,4,142252
2/1/2024,2,4,372734
2/1/2024,1,4,63783
2/1/2024,1,5,346995
2/1/2024,1,5,381442
2/1/2024,2,5,391158
2/1/2024,1,5,80965
2/1/2024,1,5,486285
2/1/2024,1,5,164465
2/1/2024,2,5,148475
2/1/2024,2,5,180140
2/1/2024,2,5,21880
2/1/2024,4,6,169451
2/1/2024,4,6,169443
2/1/2024,2,6,391156
2/1/2024,2,7,587
2/1/2024,1,7,388978
2/1/2024,1,7,143227
2/1/2024,4,7,169449
2/1/2024,2,8,146433
2/1/2024,1,9,14622
2/1/2024,1,9,384419
2/1/2024,1,9,332217
2/1/2024,2,9,372730
2/1/2024,1,9,62770
2/1/2024,2,9,229433
2/1/2024,3,9,47152
2/1/2024,2,9,361998
2/1/2024,1,9,16767
2/1/2024,1,9,428565
2/1/2024,1,10,186695
2/1/2024,1,10,12934
2/1/2024,1,10,285671
2/2/2024,1,1,461069
2/2/2024,4,1,157409
2/2/2024,2,1,226105
2/2/2024,1,1,51761
2/2/2024,1,1,109168
2/2/2024,1,1,20556
2/2/2024,1,1,172852
2/2/2024,1,1,318920
2/2/2024,4,1,157407
2/2/2024,2,1,29373
2/2/2024,2,2,293290
2/2/2024,2,2,454981
2/2/2024,2,3,230557
2/2/2024,1,3,304887
2/2/2024,2,3,376600
2/2/2024,2,4,224881
2/2/2024,2,4,30688
2/2/2024,2,4,224883
2/2/2024,1,4,68786
2/2/2024,2,4,223589
2/2/2024,2,4,226103
2/2/2024,2,5,29375
2/2/2024,1,5,206194
2/2/2024,1,5,458115
2/2/2024,4,5,157402
2/2/2024,1,5,413428
2/2/2024,2,6,30691
2/2/2024,1,6,393513
2/2/2024,2,6,376596
2/2/2024,1,6,455222
2/2/2024,4,6,157405
2/2/2024,1,6,335011
2/2/2024,2,7,293287
2/2/2024,1,7,297945
2/2/2024,1,7,194308
2/2/2024,1,7,41541
2/2/2024,1,7,180472
2/2/2024,2,7,230555
2/2/2024,1,7,27749
2/2/2024,1,8,212683
2/2/2024,2,8,223587
2/2/2024,2,8,6649
2/2/2024,1,9,355166
2/2/2024,1,9,245748
2/2/2024,1,9,32251
2/2/2024,2,9,6651
2/2/2024,1,9,28435
2/2/2024,1,9,252799
2/2/2024,1,9,91142
2/2/2024,2,10,454978
2/2/2024,1,10,276775
2/2/2024,1,10,464876
2/3/2024,1,1,91586
2/3/2024,3,1,196329
2/3/2024,1,1,23423
2/3/2024,1,1,433433
2/3/2024,1,2,271354
2/3/2024,4,2,90689
2/3/2024,2,2,375627
2/3/2024,1,3,482872
2/3/2024,1,3,131427
2/3/2024,3,3,170565
2/3/2024,2,3,208725
2/3/2024,3,3,196327
2/3/2024,1,3,42216
2/3/2024,1,3,262230
2/3/2024,1,4,132005
2/3/2024,2,4,71240
2/3/2024,1,4,409699
2/3/2024,1,4,319253
2/3/2024,1,4,487224
2/3/2024,1,4,342685
2/3/2024,1,4,92457
2/3/2024,1,5,187994
2/3/2024,4,5,90681
2/3/2024,3,5,170563
2/3/2024,1,5,38241
2/3/2024,2,5,227124
2/3/2024,1,6,181670
2/3/2024,2,6,208727
2/3/2024,4,6,90686
2/3/2024,2,6,27804
2/3/2024,2,7,227122
2/3/2024,2,7,103519
2/3/2024,3,8,170561
2/3/2024,1,8,384537
2/3/2024,3,8,196331
2/3/2024,2,9,71242
2/3/2024,2,9,420118
2/3/2024,2,9,420116
2/3/2024,4,9,90684
2/3/2024,2,10,27806
2/3/2024,2,10,375631
2/3/2024,2,10,103522
2/4/2024,1,1,268310
2/4/2024,1,1,265239
2/4/2024,4,1,357068
2/4/2024,1,1,428813
2/4/2024,3,1,475770
2/4/2024,1,1,471343
2/4/2024,4,1,357062
2/4/2024,1,1,452988
2/4/2024,4,2,357058
2/4/2024,1,2,193678
2/4/2024,3,2,475773
2/4/2024,1,2,365469
2/4/2024,2,2,139021
2/4/2024,3,2,83252
2/4/2024,1,2,320345
2/4/2024,2,2,427464
2/4/2024,2,2,220658
2/4/2024,2,3,158990
2/4/2024,3,3,475768
2/4/2024,1,3,323946
2/4/2024,1,3,386838
2/4/2024,1,3,289539
2/4/2024,1,3,193938
2/4/2024,2,3,43784
2/4/2024,3,3,213918
2/4/2024,1,3,61863
2/4/2024,3,3,213920
2/4/2024,2,3,135206
2/4/2024,2,4,253345
2/4/2024,2,4,253342
2/4/2024,2,4,135209
2/4/2024,1,4,174125
2/4/2024,1,4,237943
2/4/2024,1,4,208744
2/4/2024,2,5,427461
2/4/2024,3,5,213916
2/4/2024,1,5,85630
2/4/2024,3,6,391271
2/4/2024,1,6,229924
2/4/2024,1,6,484605
2/4/2024,2,6,220661
2/4/2024,3,6,83255
2/4/2024,2,6,89357
2/4/2024,1,6,348940
2/4/2024,2,6,15417
2/4/2024,1,6,434788
2/4/2024,3,6,391268
2/4/2024,1,6,324687
2/4/2024,1,7,231870
2/4/2024,1,7,62939
2/4/2024,2,7,139023
2/4/2024,1,7,435664
2/4/2024,3,7,391273
2/4/2024,1,7,173930
2/4/2024,1,8,301385
2/4/2024,2,8,158988
2/4/2024,2,8,15420
2/4/2024,4,8,357065
2/4/2024,2,8,89360
2/4/2024,1,8,427116
2/4/2024,1,9,470008
2/4/2024,1,9,106040
2/4/2024,1,9,481666
2/4/2024,3,10,83259
2/4/2024,2,10,43786
2/5/2024,1,1,273615
2/5/2024,2,1,69313
2/5/2024,1,1,201416
2/5/2024,2,1,163802
2/5/2024,4,1,405685
2/5/2024,2,1,99643
2/5/2024,3,1,311143
2/5/2024,1,1,318129
2/5/2024,1,2,382026
2/5/2024,1,2,300038
2/5/2024,1,2,430352
2/5/2024,1,2,200600
2/5/2024,1,3,390851
2/5/2024,1,3,230630
2/5/2024,1,3,421091
2/5/2024,3,3,311140
2/5/2024,1,3,326167
2/5/2024,1,3,377545
2/5/2024,1,4,410698
2/5/2024,3,4,311146
2/5/2024,1,4,381368
2/5/2024,2,4,163804
2/5/2024,2,5,280279
2/5/2024,2,5,99645
2/5/2024,1,5,181558
2/5/2024,2,5,103862
2/5/2024,1,5,421237
2/5/2024,2,5,103864
2/5/2024,1,5,262366
2/5/2024,4,5,405694
2/5/2024,3,6,228173
2/5/2024,2,6,69309
2/5/2024,1,6,354704
2/5/2024,2,7,349375
2/5/2024,1,7,179729
2/5/2024,1,7,347398
2/5/2024,2,8,68819
2/5/2024,2,8,68822
2/5/2024,1,8,223398
2/5/2024,1,9,346252
2/5/2024,1,9,401426
2/5/2024,4,9,405689
2/5/2024,1,9,244834
2/5/2024,3,9,228171
2/5/2024,1,9,158169
2/5/2024,4,10,405692
2/5/2024,2,10,280277
2/5/2024,1,10,26151
2/5/2024,3,10,228175
2/5/2024,2,10,349378
2/6/2024,4,1,146163
2/6/2024,2,1,451496
2/6/2024,1,1,165219
2/6/2024,1,1,483715
2/6/2024,1,1,313126
2/6/2024,1,1,346389
2/6/2024,1,1,6064
2/6/2024,1,1,283515
2/6/2024,1,2,446846
2/6/2024,1,2,344211
2/6/2024,2,2,22849
2/6/2024,2,2,230808
2/6/2024,1,2,325451
2/6/2024,4,2,146171
2/6/2024,1,2,447031
2/6/2024,4,2,281144
2/6/2024,2,3,366670
2/6/2024,1,3,11638
2/6/2024,3,3,349572
2/6/2024,3,3,290525
2/6/2024,3,3,245408
2/6/2024,1,3,459499
2/6/2024,2,3,230810
2/6/2024,1,3,418962
2/6/2024,1,3,331561
2/6/2024,3,3,290527
2/6/2024,1,4,475396
2/6/2024,4,4,281142
2/6/2024,2,4,469114
2/6/2024,1,4,436086
2/6/2024,4,4,281150
2/6/2024,3,5,245406
2/6/2024,2,5,451498
2/6/2024,2,5,65169
2/6/2024,2,6,85813
2/6/2024,1,6,436021
2/6/2024,3,7,349575
2/6/2024,1,7,225121
2/6/2024,4,7,281148
2/6/2024,1,7,7321
2/6/2024,3,8,245410
2/6/2024,2,8,22852
2/6/2024,2,8,85811
2/6/2024,3,9,290523
2/6/2024,2,9,366673
2/6/2024,1,9,118298
2/6/2024,2,10,65165
2/6/2024,2,10,469118
2/6/2024,4,10,146161
2/6/2024,1,10,193824
2/6/2024,4,10,146167
2/6/2024,3,10,349577
2/7/2024,3,1,196539
2/7/2024,1,1,422460
2/7/2024,4,1,63795
2/7/2024,1,1,213362
2/7/2024,2,1,59531
2/7/2024,1,1,461859
2/7/2024,1,1,328748
2/7/2024,3,2,128027
2/7/2024,1,2,149131
2/7/2024,4,2,63787
2/7/2024,1,2,303592
2/7/2024,3,2,128024
2/7/2024,1,2,243484
2/7/2024,1,2,413824
2/7/2024,1,2,433703
